State,Year,Winning Party,Flip,President,President Party,Winning Party D,Winning Party O,Winning Party R
Montana,1904,R,1,Theodore Roosevelt,R,0,0,1
Nebraska,1904,R,0,Theodore Roosevelt,R,0,0,1
Nevada,1904,R,1,Theodore Roosevelt,R,0,0,1
New Hampshire,1904,R,0,Theodore Roosevelt,R,0,0,1
New Jersey,1904,R,0,Theodore Roosevelt,R,0,0,1
New Mexico,1904,,0,Theodore Roosevelt,R,0,0,0
New York,1904,R,0,Theodore Roosevelt,R,0,0,1
North Carolina,1904,D,0,Theodore Roosevelt,R,1,0,0
North Dakota,1904,R,0,Theodore Roosevelt,R,0,0,1
Ohio,1904,R,0,Theodore Roosevelt,R,0,0,1
Oklahoma,1904,,0,Theodore Roosevelt,R,0,0,0
Oregon,1904,R,0,Theodore Roosevelt,R,0,0,1
Pennsylvania,1904,R,0,Theodore Roosevelt,R,0,0,1
Rhode Island,1904,R,0,Theodore Roosevelt,R,0,0,1
South Carolina,1904,D,0,Theodore Roosevelt,R,1,0,0
South Dakota,1904,R,0,Theodore Roosevelt,R,0,0,1
Tennessee,1904,D,0,Theodore Roosevelt,R,1,0,0
Texas,1904,D,0,Theodore Roosevelt,R,1,0,0
Utah,1904,R,0,Theodore Roosevelt,R,0,0,1
Vermont,1904,R,0,Theodore Roosevelt,R,0,0,1
Virginia,1904,D,0,Theodore Roosevelt,R,1,0,0
Washington,1904,R,0,Theodore Roosevelt,R,0,0,1
West Virginia,1904,R,0,Theodore Roosevelt,R,0,0,1
Wisconsin,1904,R,0,Theodore Roosevelt,R,0,0,1
Wyoming,1904,R,0,Theodore Roosevelt,R,0,0,1
Alabama,1908,D,0,William Taft,R,1,0,0
Alaska,1908,,0,William Taft,R,0,0,0
Arizona,1908,,0,William Taft,R,0,0,0
Arkansas,1908,D,0,William Taft,R,1,0,0
California,1908,R,0,William Taft,R,0,0,1
Colorado,1908,D,1,William Taft,R,1,0,0
Connecticut,1908,R,0,William Taft,R,0,0,1
D.C.,1908,,0,William Taft,R,0,0,0
Delaware,1908,R,0,William Taft,R,0,0,1
Florida,1908,D,0,William Taft,R,1,0,0
Georgia,1908,D,0,William Taft,R,1,0,0
Hawaii,1908,,0,William Taft,R,0,0,0
Idaho,1908,R,0,William Taft,R,0,0,1
Illinois,1908,R,0,William Taft,R,0,0,1
Indiana,1908,R,0,William Taft,R,0,0,1
Iowa,1908,R,0,William Taft,R,0,0,1
Kansas,1908,R,0,William Taft,R,0,0,1
Kentucky,1908,D,0,William Taft,R,1,0,0
Louisiana,1908,D,0,William Taft,R,1,0,0
Maine,1908,R,0,William Taft,R,0,0,1
Maryland,1908,D,0,William Taft,R,1,0,0
Massachusetts,1908,R,0,William Taft,R,0,0,1
Michigan,1908,R,0,William Taft,R,0,0,1
Minnesota,1908,R,0,William Taft,R,0,0,1
Mississippi,1908,D,0,William Taft,R,1,0,0
Missouri,1908,R,0,William Taft,R,0,0,1
Montana,1908,R,0,William Taft,R,0,0,1
Nebraska,1908,D,1,William Taft,R,1,0,0
Nevada,1908,D,1,William Taft,R,1,0,0
New Hampshire,1908,R,0,William Taft,R,0,0,1
New Jersey,1908,R,0,William Taft,R,0,0,1
New Mexico,1908,,0,William Taft,R,0,0,0
New York,1908,R,0,William Taft,R,0,0,1
North Carolina,1908,D,0,William Taft,R,1,0,0
North Dakota,1908,R,0,William Taft,R,0,0,1
Ohio,1908,R,0,William Taft,R,0,0,1
Oklahoma,1908,D,0,William Taft,R,1,0,0
Oregon,1908,R,0,William Taft,R,0,0,1
Pennsylvania,1908,R,0,William Taft,R,0,0,1
Rhode Island,1908,R,0,William Taft,R,0,0,1
South Carolina,1908,D,0,William Taft,R,1,0,0
South Dakota,1908,R,0,William Taft,R,0,0,1
Tennessee,1908,D,0,William Taft,R,1,0,0
Texas,1908,D,0,William Taft,R,1,0,0
Utah,1908,R,0,William Taft,R,0,0,1
Vermont,1908,R,0,William Taft,R,0,0,1
Virginia,1908,D,0,William Taft,R,1,0,0
Washington,1908,R,0,William Taft,R,0,0,1
West Virginia,1908,R,0,William Taft,R,0,0,1
Wisconsin,1908,R,0,William Taft,R,0,0,1
Wyoming,1908,R,0,William Taft,R,0,0,1
Alabama,1912,D,0,Woodrow Wilson,D,1,0,0
Alaska,1912,,0,Woodrow Wilson,D,0,0,0
Arizona,1912,D,0,Woodrow Wilson,D,1,0,0
Arkansas,1912,D,0,Woodrow Wilson,D,1,0,0
California,1912,O,0,Woodrow Wilson,D,0,1,0
Colorado,1912,D,0,Woodrow Wilson,D,1,0,0
Connecticut,1912,D,1,Woodrow Wilson,D,1,0,0
D.C.,1912,,0,Woodrow Wilson,D,0,0,0
Delaware,1912,D,1,Woodrow Wilson,D,1,0,0
Florida,1912,D,0,Woodrow Wilson,D,1,0,0
Georgia,1912,D,0,Woodrow Wilson,D,1,0,0
Hawaii,1912,,0,Woodrow Wilson,D,0,0,0
Idaho,1912,D,1,Woodrow Wilson,D,1,0,0
Illinois,1912,D,1,Woodrow Wilson,D,1,0,0
Indiana,1912,D,1,Woodrow Wilson,D,1,0,0
Iowa,1912,D,1,Woodrow Wilson,D,1,0,0
Kansas,1912,D,1,Woodrow Wilson,D,1,0,0
Kentucky,1912,D,0,Woodrow Wilson,D,1,0,0
Louisiana,1912,D,0,Woodrow Wilson,D,1,0,0
Maine,1912,D,1,Woodrow Wilson,D,1,0,0
Maryland,1912,D,0,Woodrow Wilson,D,1,0,0
Massachusetts,1912,D,1,Woodrow Wilson,D,1,0,0
Michigan,1912,O,0,Woodrow Wilson,D,0,1,0
Minnesota,1912,O,0,Woodrow Wilson,D,0,1,0
Mississippi,1912,D,0,Woodrow Wilson,D,1,0,0
Missouri,1912,D,1,Woodrow Wilson,D,1,0,0
Montana,1912,D,1,Woodrow Wilson,D,1,0,0
Nebraska,1912,D,0,Woodrow Wilson,D,1,0,0
Nevada,1912,D,0,Woodrow Wilson,D,1,0,0
New Hampshire,1912,D,1,Woodrow Wilson,D,1,0,0
New Jersey,1912,D,1,Woodrow Wilson,D,1,0,0
New Mexico,1912,D,0,Woodrow Wilson,D,1,0,0
New York,1912,D,1,Woodrow Wilson,D,1,0,0
North Carolina,1912,D,0,Woodrow Wilson,D,1,0,0
North Dakota,1912,D,1,Woodrow Wilson,D,1,0,0
Ohio,1912,D,1,Woodrow Wilson,D,1,0,0
Oklahoma,1912,D,0,Woodrow Wilson,D,1,0,0
Oregon,1912,D,1,Woodrow Wilson,D,1,0,0
Pennsylvania,1912,O,0,Woodrow Wilson,D,0,1,0
Rhode Island,1912,D,1,Woodrow Wilson,D,1,0,0
South Carolina,1912,D,0,Woodrow Wilson,D,1,0,0
South Dakota,1912,O,0,Woodrow Wilson,D,0,1,0
Tennessee,1912,D,0,Woodrow Wilson,D,1,0,0
Texas,1912,D,0,Woodrow Wilson,D,1,0,0
Utah,1912,R,0,Woodrow Wilson,D,0,0,1
Vermont,1912,R,0,Woodrow Wilson,D,0,0,1
Virginia,1912,D,0,Woodrow Wilson,D,1,0,0
Washington,1912,O,0,Woodrow Wilson,D,0,1,0
West Virginia,1912,D,1,Woodrow Wilson,D,1,0,0
Wisconsin,1912,D,1,Woodrow Wilson,D,1,0,0
Wyoming,1912,D,1,Woodrow Wilson,D,1,0,0
Alabama,1916,D,0,Woodrow Wilson,D,1,0,0
Alaska,1916,,0,Woodrow Wilson,D,0,0,0
Arizona,1916,D,0,Woodrow Wilson,D,1,0,0
Arkansas,1916,D,0,Woodrow Wilson,D,1,0,0
California,1916,D,0,Woodrow Wilson,D,1,0,0
Colorado,1916,D,0,Woodrow Wilson,D,1,0,0
Connecticut,1916,R,1,Woodrow Wilson,D,0,0,1
D.C.,1916,,0,Woodrow Wilson,D,0,0,0
Delaware,1916,R,1,Woodrow Wilson,D,0,0,1
Florida,1916,D,0,Woodrow Wilson,D,1,0,0
Georgia,1916,D,0,Woodrow Wilson,D,1,0,0
Hawaii,1916,,0,Woodrow Wilson,D,0,0,0
Idaho,1916,D,0,Woodrow Wilson,D,1,0,0
Illinois,1916,R,1,Woodrow Wilson,D,0,0,1
Indiana,1916,R,1,Woodrow Wilson,D,0,0,1
Iowa,1916,R,1,Woodrow Wilson,D,0,0,1
Kansas,1916,D,0,Woodrow Wilson,D,1,0,0
Kentucky,1916,D,0,Woodrow Wilson,D,1,0,0
Louisiana,1916,D,0,Woodrow Wilson,D,1,0,0
Maine,1916,R,1,Woodrow Wilson,D,0,0,1
Maryland,1916,D,0,Woodrow Wilson,D,1,0,0
Massachusetts,1916,R,1,Woodrow Wilson,D,0,0,1
Michigan,1916,R,0,Woodrow Wilson,D,0,0,1
Minnesota,1916,R,0,Woodrow Wilson,D,0,0,1
Mississippi,1916,D,0,Woodrow Wilson,D,1,0,0
Missouri,1916,D,0,Woodrow Wilson,D,1,0,0
Montana,1916,D,0,Woodrow Wilson,D,1,0,0
Nebraska,1916,D,0,Woodrow Wilson,D,1,0,0
Nevada,1916,D,0,Woodrow Wilson,D,1,0,0
New Hampshire,1916,D,0,Woodrow Wilson,D,1,0,0
New Jersey,1916,R,1,Woodrow Wilson,D,0,0,1
New Mexico,1916,D,0,Woodrow Wilson,D,1,0,0
New York,1916,R,1,Woodrow Wilson,D,0,0,1
North Carolina,1916,D,0,Woodrow Wilson,D,1,0,0
North Dakota,1916,D,0,Woodrow Wilson,D,1,0,0
Ohio,1916,D,0,Woodrow Wilson,D,1,0,0
Oklahoma,1916,D,0,Woodrow Wilson,D,1,0,0
Oregon,1916,R,1,Woodrow Wilson,D,0,0,1
Pennsylvania,1916,R,0,Woodrow Wilson,D,0,0,1
Rhode Island,1916,R,1,Woodrow Wilson,D,0,0,1
South Carolina,1916,D,0,Woodrow Wilson,D,1,0,0
South Dakota,1916,R,0,Woodrow Wilson,D,0,0,1
Tennessee,1916,D,0,Woodrow Wilson,D,1,0,0
Texas,1916,D,0,Woodrow Wilson,D,1,0,0
Utah,1916,D,1,Woodrow Wilson,D,1,0,0
Vermont,1916,R,0,Woodrow Wilson,D,0,0,1
Virginia,1916,D,0,Woodrow Wilson,D,1,0,0
Washington,1916,D,0,Woodrow Wilson,D,1,0,0
West Virginia,1916,R,1,Woodrow Wilson,D,0,0,1
Wisconsin,1916,R,1,Woodrow Wilson,D,0,0,1
Wyoming,1916,D,0,Woodrow Wilson,D,1,0,0
Alabama,1920,D,0,Warren Harding,R,1,0,0
Alaska,1920,,0,Warren Harding,R,0,0,0
Arizona,1920,R,1,Warren Harding,R,0,0,1
Arkansas,1920,D,0,Warren Harding,R,1,0,0
California,1920,R,1,Warren Harding,R,0,0,1
Colorado,1920,R,1,Warren Harding,R,0,0,1
Connecticut,1920,R,0,Warren Harding,R,0,0,1
D.C.,1920,,0,Warren Harding,R,0,0,0
Delaware,1920,R,0,Warren Harding,R,0,0,1
Florida,1920,D,0,Warren Harding,R,1,0,0
Georgia,1920,D,0,Warren Harding,R,1,0,0
Hawaii,1920,,0,Warren Harding,R,0,0,0
Idaho,1920,R,1,Warren Harding,R,0,0,1
Illinois,1920,R,0,Warren Harding,R,0,0,1
Indiana,1920,R,0,Warren Harding,R,0,0,1
Iowa,1920,R,0,Warren Harding,R,0,0,1
Kansas,1920,R,1,Warren Harding,R,0,0,1
Kentucky,1920,D,0,Warren Harding,R,1,0,0
Louisiana,1920,D,0,Warren Harding,R,1,0,0
Maine,1920,R,0,Warren Harding,R,0,0,1
Maryland,1920,R,1,Warren Harding,R,0,0,1
Massachusetts,1920,R,0,Warren Harding,R,0,0,1
Michigan,1920,R,0,Warren Harding,R,0,0,1
Minnesota,1920,R,0,Warren Harding,R,0,0,1
Mississippi,1920,D,0,Warren Harding,R,1,0,0
Missouri,1920,R,1,Warren Harding,R,0,0,1
Montana,1920,R,1,Warren Harding,R,0,0,1
Nebraska,1920,R,1,Warren Harding,R,0,0,1
Nevada,1920,R,1,Warren Harding,R,0,0,1
New Hampshire,1920,R,1,Warren Harding,R,0,0,1
New Jersey,1920,R,0,Warren Harding,R,0,0,1
New Mexico,1920,R,1,Warren Harding,R,0,0,1
New York,1920,R,0,Warren Harding,R,0,0,1
North Carolina,1920,D,0,Warren Harding,R,1,0,0
North Dakota,1920,R,1,Warren Harding,R,0,0,1
Ohio,1920,R,1,Warren Harding,R,0,0,1
Oklahoma,1920,R,1,Warren Harding,R,0,0,1
Oregon,1920,R,0,Warren Harding,R,0,0,1
Pennsylvania,1920,R,0,Warren Harding,R,0,0,1
Rhode Island,1920,R,0,Warren Harding,R,0,0,1
South Carolina,1920,D,0,Warren Harding,R,1,0,0
South Dakota,1920,R,0,Warren Harding,R,0,0,1
Tennessee,1920,R,1,Warren Harding,R,0,0,1
Texas,1920,D,0,Warren Harding,R,1,0,0
Utah,1920,R,1,Warren Harding,R,0,0,1
Vermont,1920,R,0,Warren Harding,R,0,0,1
Virginia,1920,D,0,Warren Harding,R,1,0,0
Washington,1920,R,1,Warren Harding,R,0,0,1
West Virginia,1920,R,0,Warren Harding,R,0,0,1
Wisconsin,1920,R,0,Warren Harding,R,0,0,1
Wyoming,1920,R,1,Warren Harding,R,0,0,1
Alabama,1924,D,0,Calvin Coolidge,R,1,0,0
Alaska,1924,,0,Calvin Coolidge,R,0,0,0
Arizona,1924,R,0,Calvin Coolidge,R,0,0,1
Arkansas,1924,D,0,Calvin Coolidge,R,1,0,0
California,1924,R,0,Calvin Coolidge,R,0,0,1
Colorado,1924,R,0,Calvin Coolidge,R,0,0,1
Connecticut,1924,R,0,Calvin Coolidge,R,0,0,1
D.C.,1924,,0,Calvin Coolidge,R,0,0,0
Delaware,1924,R,0,Calvin Coolidge,R,0,0,1
Florida,1924,D,0,Calvin Coolidge,R,1,0,0
Georgia,1924,D,0,Calvin Coolidge,R,1,0,0
Hawaii,1924,,0,Calvin Coolidge,R,0,0,0
Idaho,1924,R,0,Calvin Coolidge,R,0,0,1
Illinois,1924,R,0,Calvin Coolidge,R,0,0,1
Indiana,1924,R,0,Calvin Coolidge,R,0,0,1
Iowa,1924,R,0,Calvin Coolidge,R,0,0,1
Kansas,1924,R,0,Calvin Coolidge,R,0,0,1
Kentucky,1924,R,1,Calvin Coolidge,R,0,0,1
Louisiana,1924,D,0,Calvin Coolidge,R,1,0,0
Maine,1924,R,0,Calvin Coolidge,R,0,0,1
Maryland,1924,R,0,Calvin Coolidge,R,0,0,1
Massachusetts,1924,R,0,Calvin Coolidge,R,0,0,1
Michigan,1924,R,0,Calvin Coolidge,R,0,0,1
Minnesota,1924,R,0,Calvin Coolidge,R,0,0,1
Mississippi,1924,D,0,Calvin Coolidge,R,1,0,0
Missouri,1924,R,0,Calvin Coolidge,R,0,0,1
Montana,1924,R,0,Calvin Coolidge,R,0,0,1
Nebraska,1924,R,0,Calvin Coolidge,R,0,0,1
Nevada,1924,R,0,Calvin Coolidge,R,0,0,1
New Hampshire,1924,R,0,Calvin Coolidge,R,0,0,1
New Jersey,1924,R,0,Calvin Coolidge,R,0,0,1
New Mexico,1924,R,0,Calvin Coolidge,R,0,0,1
New York,1924,R,0,Calvin Coolidge,R,0,0,1
North Carolina,1924,D,0,Calvin Coolidge,R,1,0,0
North Dakota,1924,R,0,Calvin Coolidge,R,0,0,1
Ohio,1924,R,0,Calvin Coolidge,R,0,0,1
Oklahoma,1924,D,1,Calvin Coolidge,R,1,0,0
Oregon,1924,R,0,Calvin Coolidge,R,0,0,1
Pennsylvania,1924,R,0,Calvin Coolidge,R,0,0,1
Rhode Island,1924,R,0,Calvin Coolidge,R,0,0,1
South Carolina,1924,D,0,Calvin Coolidge,R,1,0,0
South Dakota,1924,R,0,Calvin Coolidge,R,0,0,1
Tennessee,1924,D,1,Calvin Coolidge,R,1,0,0
Texas,1924,D,0,Calvin Coolidge,R,1,0,0
Utah,1924,R,0,Calvin Coolidge,R,0,0,1
Vermont,1924,R,0,Calvin Coolidge,R,0,0,1
Virginia,1924,D,0,Calvin Coolidge,R,1,0,0
Washington,1924,R,0,Calvin Coolidge,R,0,0,1
West Virginia,1924,R,0,Calvin Coolidge,R,0,0,1
Wisconsin,1924,O,0,Calvin Coolidge,R,0,1,0
Wyoming,1924,R,0,Calvin Coolidge,R,0,0,1
Alabama,1928,D,0,Herbert Hoover,R,1,0,0
Alaska,1928,,0,Herbert Hoover,R,0,0,0
Arizona,1928,R,0,Herbert Hoover,R,0,0,1
Arkansas,1928,D,0,Herbert Hoover,R,1,0,0
California,1928,R,0,Herbert Hoover,R,0,0,1
Colorado,1928,R,0,Herbert Hoover,R,0,0,1
Connecticut,1928,R,0,Herbert Hoover,R,0,0,1
D.C.,1928,,0,Herbert Hoover,R,0,0,0
Delaware,1928,R,0,Herbert Hoover,R,0,0,1
Florida,1928,R,1,Herbert Hoover,R,0,0,1
Georgia,1928,D,0,Herbert Hoover,R,1,0,0
Hawaii,1928,,0,Herbert Hoover,R,0,0,0
Idaho,1928,R,0,Herbert Hoover,R,0,0,1
Illinois,1928,R,0,Herbert Hoover,R,0,0,1
Indiana,1928,R,0,Herbert Hoover,R,0,0,1
Iowa,1928,R,0,Herbert Hoover,R,0,0,1
Kansas,1928,R,0,Herbert Hoover,R,0,0,1
Kentucky,1928,R,0,Herbert Hoover,R,0,0,1
Louisiana,1928,D,0,Herbert Hoover,R,1,0,0
Maine,1928,R,0,Herbert Hoover,R,0,0,1
Maryland,1928,R,0,Herbert Hoover,R,0,0,1
Massachusetts,1928,D,1,Herbert Hoover,R,1,0,0
Michigan,1928,R,0,Herbert Hoover,R,0,0,1
Minnesota,1928,R,0,Herbert Hoover,R,0,0,1
Mississippi,1928,D,0,Herbert Hoover,R,1,0,0
Missouri,1928,R,0,Herbert Hoover,R,0,0,1
Montana,1928,R,0,Herbert Hoover,R,0,0,1
Nebraska,1928,R,0,Herbert Hoover,R,0,0,1
Nevada,1928,R,0,Herbert Hoover,R,0,0,1
New Hampshire,1928,R,0,Herbert Hoover,R,0,0,1
New Jersey,1928,R,0,Herbert Hoover,R,0,0,1
New Mexico,1928,R,0,Herbert Hoover,R,0,0,1
New York,1928,R,0,Herbert Hoover,R,0,0,1
North Carolina,1928,R,1,Herbert Hoover,R,0,0,1
North Dakota,1928,R,0,Herbert Hoover,R,0,0,1
Ohio,1928,R,0,Herbert Hoover,R,0,0,1
Oklahoma,1928,R,1,Herbert Hoover,R,0,0,1
Oregon,1928,R,0,Herbert Hoover,R,0,0,1
Pennsylvania,1928,R,0,Herbert Hoover,R,0,0,1
Rhode Island,1928,D,1,Herbert Hoover,R,1,0,0
South Carolina,1928,D,0,Herbert Hoover,R,1,0,0
South Dakota,1928,R,0,Herbert Hoover,R,0,0,1
Tennessee,1928,R,1,Herbert Hoover,R,0,0,1
Texas,1928,R,1,Herbert Hoover,R,0,0,1
Utah,1928,R,0,Herbert Hoover,R,0,0,1
Vermont,1928,R,0,Herbert Hoover,R,0,0,1
Virginia,1928,R,1,Herbert Hoover,R,0,0,1
Washington,1928,R,0,Herbert Hoover,R,0,0,1
West Virginia,1928,R,0,Herbert Hoover,R,0,0,1
Wisconsin,1928,R,0,Herbert Hoover,R,0,0,1
Wyoming,1928,R,0,Herbert Hoover,R,0,0,1
Alabama,1932,D,0,Franklin Roosevelt,D,1,0,0
Alaska,1932,,0,Franklin Roosevelt,D,0,0,0
Arizona,1932,D,1,Franklin Roosevelt,D,1,0,0
Arkansas,1932,D,0,Franklin Roosevelt,D,1,0,0
California,1932,D,1,Franklin Roosevelt,D,1,0,0
Colorado,1932,D,1,Franklin Roosevelt,D,1,0,0
Connecticut,1932,R,0,Franklin Roosevelt,D,0,0,1
D.C.,1932,,0,Franklin Roosevelt,D,0,0,0
Delaware,1932,R,0,Franklin Roosevelt,D,0,0,1
Florida,1932,D,1,Franklin Roosevelt,D,1,0,0
Georgia,1932,D,0,Franklin Roosevelt,D,1,0,0
Hawaii,1932,,0,Franklin Roosevelt,D,0,0,0
Idaho,1932,D,1,Franklin Roosevelt,D,1,0,0
Illinois,1932,D,1,Franklin Roosevelt,D,1,0,0
Indiana,1932,D,1,Franklin Roosevelt,D,1,0,0
Iowa,1932,D,1,Franklin Roosevelt,D,1,0,0
Kansas,1932,D,1,Franklin Roosevelt,D,1,0,0
Kentucky,1932,D,1,Franklin Roosevelt,D,1,0,0
Louisiana,1932,D,0,Franklin Roosevelt,D,1,0,0
Maine,1932,R,0,Franklin Roosevelt,D,0,0,1
Maryland,1932,D,1,Franklin Roosevelt,D,1,0,0
Massachusetts,1932,D,0,Franklin Roosevelt,D,1,0,0
Michigan,1932,D,1,Franklin Roosevelt,D,1,0,0
Minnesota,1932,D,1,Franklin Roosevelt,D,1,0,0
Mississippi,1932,D,0,Franklin Roosevelt,D,1,0,0
Missouri,1932,D,1,Franklin Roosevelt,D,1,0,0
Montana,1932,D,1,Franklin Roosevelt,D,1,0,0
Nebraska,1932,D,1,Franklin Roosevelt,D,1,0,0
Nevada,1932,D,1,Franklin Roosevelt,D,1,0,0
New Hampshire,1932,R,0,Franklin Roosevelt,D,0,0,1
New Jersey,1932,D,1,Franklin Roosevelt,D,1,0,0
New Mexico,1932,D,1,Franklin Roosevelt,D,1,0,0
New York,1932,D,1,Franklin Roosevelt,D,1,0,0
North Carolina,1932,D,1,Franklin Roosevelt,D,1,0,0
North Dakota,1932,D,1,Franklin Roosevelt,D,1,0,0
Ohio,1932,D,1,Franklin Roosevelt,D,1,0,0
Oklahoma,1932,D,1,Franklin Roosevelt,D,1,0,0
Oregon,1932,D,1,Franklin Roosevelt,D,1,0,0
Pennsylvania,1932,R,0,Franklin Roosevelt,D,0,0,1
Rhode Island,1932,D,0,Franklin Roosevelt,D,1,0,0
South Carolina,1932,D,0,Franklin Roosevelt,D,1,0,0
South Dakota,1932,D,1,Franklin Roosevelt,D,1,0,0
Tennessee,1932,D,1,Franklin Roosevelt,D,1,0,0
Texas,1932,D,1,Franklin Roosevelt,D,1,0,0
Utah,1932,D,1,Franklin Roosevelt,D,1,0,0
Vermont,1932,R,0,Franklin Roosevelt,D,0,0,1
Virginia,1932,D,1,Franklin Roosevelt,D,1,0,0
Washington,1932,D,1,Franklin Roosevelt,D,1,0,0
West Virginia,1932,D,1,Franklin Roosevelt,D,1,0,0
Wisconsin,1932,D,1,Franklin Roosevelt,D,1,0,0
Wyoming,1932,D,1,Franklin Roosevelt,D,1,0,0
Alabama,1936,D,0,Franklin Roosevelt,D,1,0,0
Alaska,1936,,0,Franklin Roosevelt,D,0,0,0
Arizona,1936,D,0,Franklin Roosevelt,D,1,0,0
Arkansas,1936,D,0,Franklin Roosevelt,D,1,0,0
California,1936,D,0,Franklin Roosevelt,D,1,0,0
Colorado,1936,D,0,Franklin Roosevelt,D,1,0,0
Connecticut,1936,D,1,Franklin Roosevelt,D,1,0,0
D.C.,1936,,0,Franklin Roosevelt,D,0,0,0
Delaware,1936,D,1,Franklin Roosevelt,D,1,0,0
Florida,1936,D,0,Franklin Roosevelt,D,1,0,0
Georgia,1936,D,0,Franklin Roosevelt,D,1,0,0
Hawaii,1936,,0,Franklin Roosevelt,D,0,0,0
Idaho,1936,D,0,Franklin Roosevelt,D,1,0,0
Illinois,1936,D,0,Franklin Roosevelt,D,1,0,0
Indiana,1936,D,0,Franklin Roosevelt,D,1,0,0
Iowa,1936,D,0,Franklin Roosevelt,D,1,0,0
Kansas,1936,D,0,Franklin Roosevelt,D,1,0,0
Kentucky,1936,D,0,Franklin Roosevelt,D,1,0,0
Louisiana,1936,D,0,Franklin Roosevelt,D,1,0,0
Maine,1936,R,0,Franklin Roosevelt,D,0,0,1
Maryland,1936,D,0,Franklin Roosevelt,D,1,0,0
Massachusetts,1936,D,0,Franklin Roosevelt,D,1,0,0
Michigan,1936,D,0,Franklin Roosevelt,D,1,0,0
Minnesota,1936,D,0,Franklin Roosevelt,D,1,0,0
Mississippi,1936,D,0,Franklin Roosevelt,D,1,0,0
Missouri,1936,D,0,Franklin Roosevelt,D,1,0,0
Montana,1936,D,0,Franklin Roosevelt,D,1,0,0
Nebraska,1936,D,0,Franklin Roosevelt,D,1,0,0
Nevada,1936,D,0,Franklin Roosevelt,D,1,0,0
New Hampshire,1936,D,1,Franklin Roosevelt,D,1,0,0
New Jersey,1936,D,0,Franklin Roosevelt,D,1,0,0
New Mexico,1936,D,0,Franklin Roosevelt,D,1,0,0
New York,1936,D,0,Franklin Roosevelt,D,1,0,0
North Carolina,1936,D,0,Franklin Roosevelt,D,1,0,0
North Dakota,1936,D,0,Franklin Roosevelt,D,1,0,0
Ohio,1936,D,0,Franklin Roosevelt,D,1,0,0
Oklahoma,1936,D,0,Franklin Roosevelt,D,1,0,0
Oregon,1936,D,0,Franklin Roosevelt,D,1,0,0
Pennsylvania,1936,D,1,Franklin Roosevelt,D,1,0,0
Rhode Island,1936,D,0,Franklin Roosevelt,D,1,0,0
South Carolina,1936,D,0,Franklin Roosevelt,D,1,0,0
South Dakota,1936,D,0,Franklin Roosevelt,D,1,0,0
Tennessee,1936,D,0,Franklin Roosevelt,D,1,0,0
Texas,1936,D,0,Franklin Roosevelt,D,1,0,0
Utah,1936,D,0,Franklin Roosevelt,D,1,0,0
Vermont,1936,R,0,Franklin Roosevelt,D,0,0,1
Virginia,1936,D,0,Franklin Roosevelt,D,1,0,0
Washington,1936,D,0,Franklin Roosevelt,D,1,0,0
West Virginia,1936,D,0,Franklin Roosevelt,D,1,0,0
Wisconsin,1936,D,0,Franklin Roosevelt,D,1,0,0
Wyoming,1936,D,0,Franklin Roosevelt,D,1,0,0
Alabama,1940,D,0,Franklin Roosevelt,D,1,0,0
Alaska,1940,,0,Franklin Roosevelt,D,0,0,0
Arizona,1940,D,0,Franklin Roosevelt,D,1,0,0
Arkansas,1940,D,0,Franklin Roosevelt,D,1,0,0
California,1940,D,0,Franklin Roosevelt,D,1,0,0
Colorado,1940,R,1,Franklin Roosevelt,D,0,0,1
Connecticut,1940,D,0,Franklin Roosevelt,D,1,0,0
D.C.,1940,,0,Franklin Roosevelt,D,0,0,0
Delaware,1940,D,0,Franklin Roosevelt,D,1,0,0
Florida,1940,D,0,Franklin Roosevelt,D,1,0,0
Georgia,1940,D,0,Franklin Roosevelt,D,1,0,0
Hawaii,1940,,0,Franklin Roosevelt,D,0,0,0
Idaho,1940,D,0,Franklin Roosevelt,D,1,0,0
Illinois,1940,D,0,Franklin Roosevelt,D,1,0,0
Indiana,1940,R,1,Franklin Roosevelt,D,0,0,1
Iowa,1940,R,1,Franklin Roosevelt,D,0,0,1
Kansas,1940,R,1,Franklin Roosevelt,D,0,0,1
Kentucky,1940,D,0,Franklin Roosevelt,D,1,0,0
Louisiana,1940,D,0,Franklin Roosevelt,D,1,0,0
Maine,1940,R,0,Franklin Roosevelt,D,0,0,1
Maryland,1940,D,0,Franklin Roosevelt,D,1,0,0
Massachusetts,1940,D,0,Franklin Roosevelt,D,1,0,0
Michigan,1940,R,1,Franklin Roosevelt,D,0,0,1
Minnesota,1940,D,0,Franklin Roosevelt,D,1,0,0
Mississippi,1940,D,0,Franklin Roosevelt,D,1,0,0
Missouri,1940,D,0,Franklin Roosevelt,D,1,0,0
Montana,1940,D,0,Franklin Roosevelt,D,1,0,0
Nebraska,1940,R,1,Franklin Roosevelt,D,0,0,1
Nevada,1940,D,0,Franklin Roosevelt,D,1,0,0
New Hampshire,1940,D,0,Franklin Roosevelt,D,1,0,0
New Jersey,1940,D,0,Franklin Roosevelt,D,1,0,0
New Mexico,1940,D,0,Franklin Roosevelt,D,1,0,0
New York,1940,D,0,Franklin Roosevelt,D,1,0,0
North Carolina,1940,D,0,Franklin Roosevelt,D,1,0,0
North Dakota,1940,R,1,Franklin Roosevelt,D,0,0,1
Ohio,1940,D,0,Franklin Roosevelt,D,1,0,0
Oklahoma,1940,D,0,Franklin Roosevelt,D,1,0,0
